Unnamed: 0,word,type,cefr,phon_br,phon_n_am,definition,example,uk,us,meaning_vi
1794,engaged,adjective,b1,/ɪnˈɡeɪdʒd/,/ɪnˈɡeɪdʒd/,having agreed to marry somebody,When did you get engaged?,engaged_uk.mp3,engaged_us.mp3,đã đính hôn
1795,engagement,noun,c1,/ɪnˈɡeɪdʒmənt/,/ɪnˈɡeɪdʒmənt/,an agreement to marry somebody; the period during which two people are engaged,Their engagement was announced in the local paper.,engagement_uk.mp3,engagement_us.mp3,đính hôn
1796,engaging,adjective,c1,/ɪnˈɡeɪdʒɪŋ/,/ɪnˈɡeɪdʒɪŋ/,interesting or pleasant in a way that attracts your attention,an engaging smile,engaging_uk.mp3,engaging_us.mp3,hấp dẫn
1797,engine,noun,a2,/ˈendʒɪn/,/ˈendʒɪn/,the part of a vehicle that produces power to make the vehicle move,a diesel/petrol engine,engine_uk.mp3,engine_us.mp3,Động cơ
1798,engineer,noun,a2,/ˌendʒɪˈnɪə(r)/,/ˌendʒɪˈnɪr/,"a person whose job involves designing and building engines, machines, roads, bridges, etc.",We worked with a team of scientists and engineers.,engineer_uk.mp3,engineer_us.mp3,kỹ sư
1799,engineering,noun,b1,/ˌendʒɪˈnɪərɪŋ/,/ˌendʒɪˈnɪrɪŋ/,"the activity of applying scientific knowledge to the design, building and control of machines, roads, bridges, electrical equipment, etc.",The bridge is a triumph of modern engineering.,engineering_uk.mp3,engineering_us.mp3,kỹ thuật
1800,enhance,verb,b2,/ɪnˈhɑːns/,/ɪnˈhæns/,"to increase or further improve the good quality, value or status of somebody/something",This is an opportunity to enhance the reputation of the company.,enhance_uk.mp3,enhance_us.mp3,nâng cao
1801,enjoy,verb,a1,/ɪnˈdʒɔɪ/,/ɪnˈdʒɔɪ/,to get pleasure from something,"enjoy something, We thoroughly enjoyed our time in New York.",enjoy_uk.mp3,enjoy_us.mp3,thưởng thức
1802,enjoyable,adjective,b2,/ɪnˈdʒɔɪəbl/,/ɪnˈdʒɔɪəbl/,giving pleasure,an enjoyable weekend/experience,enjoyable_uk.mp3,enjoyable_us.mp3,thú vị
1803,enormous,adjective,a2,/ɪˈnɔːməs/,/ɪˈnɔːrməs/,extremely large,an enormous house/dog,enormous_uk.mp3,enormous_us.mp3,khổng lồ
1804,enough,adverb,a1,/ɪˈnʌf/,/ɪˈnʌf/,to the necessary degree,I hadn't trained enough for the game.,enough_uk.mp3,enough_us.mp3,đủ
1805,enough,determiner,a1,/ɪˈnʌf/,/ɪˈnʌf/,used before plural or uncountable nouns to mean ‘as many or as much as somebody needs or wants’,Have you made enough copies?,enough_uk.mp3,enough_us.mp3,đủ
1806,enough,pronoun,a1,/ɪˈnʌf/,/ɪˈnʌf/,as many or as much as somebody needs or wants,Six bottles should be enough.,enough_uk.mp3,enough_us.mp3,đủ
1807,enquire,verb,c1,/ɪnˈkwaɪə(r)/,/ɪnˈkwaɪər/,to ask somebody for some information,"enquire about somebody/something, I called the station to enquire about train times.",enquire_uk.mp3,enquire_us.mp3,hỏi thăm
1808,enquiry,noun,b2,/ɪnˈkwaɪəri/,/ˈɪnkwəri/,an official process to find out the cause of something or to find out information about something,a murder enquiry ,enquiry_uk.mp3,enquiry_us.mp3,điều tra
1809,enrich,verb,c1,/ɪnˈrɪtʃ/,/ɪnˈrɪtʃ/,"to improve the quality of something, often by adding something to it",The study of science has enriched all our lives.,enrich_uk.mp3,enrich_us.mp3,làm giàu
1810,enrol,verb,c1,/ɪnˈrəʊl/,/ɪnˈrəʊl/,"to arrange for yourself or for somebody else to officially join a course, school, etc.",You need to enrol before the end of August.,enrol_uk.mp3,enrol_us.mp3,đăng ký
1811,ensue,verb,c1,/ɪnˈsjuː/,/ɪnˈsuː/,to happen after or as a result of another event,An argument ensued.,ensue_uk.mp3,ensue_us.mp3,sau đó
1812,ensure,verb,b2,/ɪnˈʃʊə(r)/,/ɪnˈʃʊr/,to make sure that something happens or is definite,"ensure something, We are working to ensure the safety of people in the city. ",ensure_uk.mp3,ensure_us.mp3,đảm bảo
1813,enter,verb,a2,/ˈentə(r)/,/ˈentər/,to come or go into something,Knock before you enter.,enter_uk.mp3,enter_us.mp3,enter
1814,enterprise,noun,c1,/ˈentəpraɪz/,/ˈentərpraɪz/,a company or business,He is in charge of an enterprise with a turnover of $26 billion.,enterprise_uk.mp3,enterprise_us.mp3,doanh nghiệp
1815,entertain,verb,b1,/ˌentəˈteɪn/,/ˌentərˈteɪn/,to interest somebody or make somebody laugh in order to please them,The aim of the series is both to entertain and inform.,entertain_uk.mp3,entertain_us.mp3,giải trí
1816,entertaining,adjective,b2,/ˌentəˈteɪnɪŋ/,/ˌentərˈteɪnɪŋ/,"that you enjoy watching, listening to, doing or experiencing",an entertaining speech/evening,entertaining_uk.mp3,entertaining_us.mp3,giải trí
1817,entertainment,noun,b1,/ˌentəˈteɪnmənt/,/ˌentərˈteɪnmənt/,"films, music, etc. used to entertain people; an example of this","radio, television and other forms of entertainment",entertainment_uk.mp3,entertainment_us.mp3,giải trí
1818,enthusiasm,noun,b2,/ɪnˈθjuːziæzəm/,/ɪnˈθuːziæzəm/,a strong feeling of excitement and interest in something and a desire to become involved in it,Her voice was full of enthusiasm.,enthusiasm_uk.mp3,enthusiasm_us.mp3,sự nhiệt tình
1819,enthusiast,noun,c1,/ɪnˈθjuːziæst/,/ɪnˈθuːziæst/,a person who is very interested in something and spends a lot of time doing it,a football enthusiast,enthusiast_uk.mp3,enthusiast_us.mp3,người đam mê
1820,enthusiastic,adjective,b2,/ɪnˌθjuːziˈæstɪk/,/ɪnˌθuːziˈæstɪk/,feeling or showing a lot of excitement and interest about somebody/something,an enthusiastic supporter,enthusiastic_uk.mp3,enthusiastic_us.mp3,nhiệt tình
1821,entire,adjective,b2,/ɪnˈtaɪə(r)/,/ɪnˈtaɪər/,"including everything, everyone or every part ",The entire village was destroyed.,entire_uk.mp3,entire_us.mp3,toàn bộ
1822,entirely,adverb,b2,/ɪnˈtaɪəli/,/ɪnˈtaɪərli/,in every way possible; completely,The experience was entirely new to me.,entirely_uk.mp3,entirely_us.mp3,hoàn toàn
1823,entitle,verb,c1,/ɪnˈtaɪtl/,/ɪnˈtaɪtl/,to give somebody the right to have or to do something,"be entitled to something, You will be entitled to your pension when you reach 65.",entitle_uk.mp3,entitle_us.mp3,entitle
1824,entity,noun,c1,/ˈentəti/,/ˈentəti/,something that exists separately from other things and has its own identity,The unit has become part of a larger department and no longer exists as a separate entity.,entity_uk.mp3,entity_us.mp3,thực thể
1825,entrance,noun,b1,/ˈentrəns/,/ˈentrəns/,"a door, gate, passage, etc. used for entering a room, building or place",the front/back/side entrance of the house,entrance_uk.mp3,entrance_us.mp3,lối vào
1826,entrepreneur,noun,b2,/ˌɒntrəprəˈnɜː(r)/,/ˌɑːntrəprəˈnɜːr/,"a person who makes money by starting or running businesses, especially when this involves taking financial risks","A creative entrepreneur, he was continually dreaming up new projects.",entrepreneur_uk.mp3,entrepreneur_us.mp3,doanh nhân
1827,entry,noun,b1,/ˈentri/,/ˈentri/,an act of going into or getting into a place,She made her entry to the sound of thunderous applause.,entry_uk.mp3,entry_us.mp3,entry
1828,envelope,noun,b2,/ˈenvələʊp/,/ˈenvələʊp/,"a flat paper container used for sending letters in, with a part that you stick down to close it",Writing paper and envelopes are provided in your room.,envelope_uk.mp3,envelope_us.mp3,phong bì
1829,environment,noun,a2,/ɪnˈvaɪrənmənt/,/ɪnˈvaɪrənmənt/,"the natural world in which people, animals and plants live",The government should do more to protect the environment.,environment_uk.mp3,environment_us.mp3,môi trường
1830,environmental,adjective,b1,/ɪnˌvaɪrənˈmentl/,/ɪnˌvaɪrənˈmentl/,"connected with the natural conditions in which people, animals and plants live; connected with the environment",the environmental impact of pollution,environmental_uk.mp3,environmental_us.mp3,môi trường
1831,epidemic,noun,c1,/ˌepɪˈdemɪk/,/ˌepɪˈdemɪk/,a large number of cases of a particular disease or medical condition happening at the same time in a particular community,the outbreak of a flu epidemic,epidemic_uk.mp3,epidemic_us.mp3,dịch bệnh
1832,episode,noun,b1,/ˈepɪsəʊd/,/ˈepɪsəʊd/,one part of a story that is broadcast on television or radio in several parts,The next episode has not yet been filmed.,episode_uk.mp3,episode_us.mp3,tập
1833,equal,adjective,b1,/ˈiːkwəl/,/ˈiːkwəl/,"the same in size, quantity, value, etc. as something else",There is an equal number of boys and girls in the class.,equal_uk.mp3,equal_us.mp3,bằng nhau
1834,equal,noun,b2,/ˈiːkwəl/,/ˈiːkwəl/,"a person or thing of the same quality or with the same status, rights, etc. as another",She treats the people who work for her as her equals.,equal_uk.mp3,equal_us.mp3,bình đẳng
1835,equal,verb,b1,/ˈiːkwəl/,/ˈiːkwəl/,"to be the same in size, quantity, value, etc. as something else",2x plus y equals 7 (= 2x+y=7),equal_uk.mp3,equal_us.mp3,bằng nhau
1836,equality,noun,c1,/iˈkwɒləti/,/iˈkwɑːləti/,"the fact of being equal in rights, status, advantages, etc.",racial/social/gender equality,equality_uk.mp3,equality_us.mp3,bình đẳng
1837,equally,adverb,b1,/ˈiːkwəli/,/ˈiːkwəli/,to the same degree; in the same or in a similar way,Diet and exercise are equally important.,equally_uk.mp3,equally_us.mp3,bằng nhau
1838,equation,noun,c1,/ɪˈkweɪʒn/,/ɪˈkweɪʒn/,"a statement showing that two amounts or values are equal, for example 2x + y = 54",the numbers on the right-hand side of the equation,equation_uk.mp3,equation_us.mp3,phương trình
1839,equip,verb,b2,/ɪˈkwɪp/,/ɪˈkwɪp/,to provide yourself/somebody/something with the things that are needed for a particular purpose or activity,"equip something, to be fully/poorly equipped",equip_uk.mp3,equip_us.mp3,trang bị
1840,equipment,noun,a2,/ɪˈkwɪpmənt/,/ɪˈkwɪpmənt/,the things that are needed for a particular purpose or activity,a useful piece of equipment for the kitchen,equipment_uk.mp3,equipment_us.mp3,thiết bị
1841,equivalent,adjective,b2,/ɪˈkwɪvələnt/,/ɪˈkwɪvələnt/,"equal in value, amount, meaning, importance, etc.",250 grams or an equivalent amount in ounces,equivalent_uk.mp3,equivalent_us.mp3,tương đương
1842,equivalent,noun,b2,/ɪˈkwɪvələnt/,/ɪˈkwɪvələnt/,"a thing, amount, word, etc. that is equal in value, meaning or purpose to something else",Send €20 or the equivalent in your own currency.,equivalent_uk.mp3,equivalent_us.mp3,tương đương
1843,era,noun,b2,/ˈɪərə/,/ˈɪrə/,"a period of time, usually in history, that is different from other periods because of particular characteristics or events",the Victorian/modern/post-war era,era_uk.mp3,era_us.mp3,thời đại
1844,erect,verb,c1,/ɪˈrekt/,/ɪˈrekt/,to build something,The church was erected in 1582.,erect_uk.mp3,erect_us.mp3,dựng đứng
1845,error,noun,a2,/ˈerə(r)/,/ˈerər/,"a mistake, especially one that causes problems or affects the result of something",spelling/typographical/grammatical errors,error_uk.mp3,error_us.mp3,error
1846,erupt,verb,b2,/ɪˈrʌpt/,/ɪˈrʌpt/,"when a volcano erupts or burning rocks, smoke, etc. erupt or are erupted, the burning rocks, etc. are thrown out from the volcano",The volcano could erupt at any time.,erupt_uk.mp3,erupt_us.mp3,phun trào
1847,escalate,verb,c1,/ˈeskəleɪt/,/ˈeskəleɪt/,"to become greater, worse, more serious, etc.; to make something greater, worse, more serious, etc.",the escalating costs of healthcare,escalate_uk.mp3,escalate_us.mp3,leo thang
1848,escape,noun,b1,/ɪˈskeɪp/,/ɪˈskeɪp/,the act or a method of escaping from a place or an unpleasant or dangerous situation,I had a narrow escape (= I was lucky to have escaped).,escape_uk.mp3,escape_us.mp3,trốn thoát
1849,escape,verb,b1,/ɪˈskeɪp/,/ɪˈskeɪp/,to get away from a place where you have been kept as a prisoner or not allowed to leave,Two prisoners have escaped.,escape_uk.mp3,escape_us.mp3,trốn thoát
1850,especially,adverb,a2,/ɪˈspeʃəli/,/ɪˈspeʃəli/,"more with one person, thing, etc. than with others, or more in particular circumstances than in others ","Teenagers are very fashion conscious, especially girls.",especially_uk.mp3,especially_us.mp3,đặc biệt là
1851,essay,noun,a2,/ˈeseɪ/,/ˈeseɪ/,a short piece of writing by a student as part of a course of study,I have to write an essay this weekend.,essay_uk.mp3,essay_us.mp3,bài luận
1852,essence,noun,c1,/ˈesns/,/ˈesns/,"the most important quality or feature of something, that makes it what it is",His paintings capture the essence of France.,essence_uk.mp3,essence_us.mp3,bản chất
1853,essential,adjective,b1,/ɪˈsenʃl/,/ɪˈsenʃl/,completely necessary; extremely important in a particular situation or for a particular activity ,an essential part/feature of something,essential_uk.mp3,essential_us.mp3,thiết yếu
1854,essentially,adverb,b2,/ɪˈsenʃəli/,/ɪˈsenʃəli/,"when you think about the true, important or basic nature of somebody/something ",There are three essentially different ways of tackling the problem.,essentially_uk.mp3,essentially_us.mp3,về cơ bản
1855,establish,verb,b2,/ɪˈstæblɪʃ/,/ɪˈstæblɪʃ/,"to start or create an organization, a system, etc. that is meant to last for a long time",The committee was established in 1912.,establish_uk.mp3,establish_us.mp3,thiết lập
1856,establishment,noun,c1,/ɪˈstæblɪʃmənt/,/ɪˈstæblɪʃmənt/,"an organization, a large institution or a hotel","The visa is for foreign nationals wishing to study at a university, college or similar educational establishment.",establishment_uk.mp3,establishment_us.mp3,cơ sở
1857,estate,noun,b2,/ɪˈsteɪt/,/ɪˈsteɪt/,an area of land with a lot of houses or factories of the same type on it,"on an estate, She lives in a tower block on an estate in London.",estate_uk.mp3,estate_us.mp3,bất động sản
1858,estimate,noun,b2,/ˈestɪmət/,/ˈestɪmət/,"a judgement that you make without having the exact details or figures about the size, amount, cost, etc. of something",to provide/obtain an estimate,estimate_uk.mp3,estimate_us.mp3,ước tính
1859,estimate,verb,b2,/ˈestɪmeɪt/,/ˈestɪmeɪt/,"to form an idea of the cost, size, value etc. of something, but without calculating it exactly","estimate something, to estimate the cost/value/number of something",estimate_uk.mp3,estimate_us.mp3,ước tính
1860,eternal,adjective,c1,/ɪˈtɜːnl/,/ɪˈtɜːrnl/,without an end; existing or continuing forever,the promise of eternal life in heaven,eternal_uk.mp3,eternal_us.mp3,vĩnh cửu
1861,ethic,noun,b2,/ˈeθɪk/,/ˈeθɪk/,moral principles that control or influence a person’s behaviour,professional/business/medical ethics,ethic_uk.mp3,ethic_us.mp3,đạo đức
1862,ethical,adjective,b2,/ˈeθɪkl/,/ˈeθɪkl/,connected with beliefs and principles about what is right and wrong,ethical issues/standards/questions/dilemmas,ethical_uk.mp3,ethical_us.mp3,đạo đức
1863,ethnic,adjective,b2,/ˈeθnɪk/,/ˈeθnɪk/,connected with or belonging to a group of people that share a cultural tradition,ethnic background/origin,ethnic_uk.mp3,ethnic_us.mp3,dân tộc
1864,euro,noun,a1,/ˈjʊərəʊ/,/ˈjʊrəʊ/,the unit of money of some countries of the European Union,I paid five euros for it.,euro_uk.mp3,euro_us.mp3,euro
1865,evacuate,verb,c1,/ɪˈvækjueɪt/,/ɪˈvækjueɪt/,to move people from a place of danger to a safer place,"evacuate something, Police evacuated nearby buildings.",evacuate_uk.mp3,evacuate_us.mp3,sơ tán
1866,evaluate,verb,b2,/ɪˈvæljueɪt/,/ɪˈvæljueɪt/,"to form an opinion of the amount, value or quality of something after thinking about it carefully","evaluate something, The trial will evaluate the effectiveness of the different drugs.",evaluate_uk.mp3,evaluate_us.mp3,đánh giá
1867,evaluation,noun,b2,/ɪˌvæljuˈeɪʃn/,/ɪˌvæljuˈeɪʃn/,"the act of forming an opinion of the amount, value or quality of something after thinking about it carefully",an evaluation of the healthcare system,evaluation_uk.mp3,evaluation_us.mp3,đánh giá
1868,even,adjective,b2,/ˈiːvn/,/ˈiːvn/,that can be divided exactly by two,"4, 6, 8 and 10 are all even numbers.",even_uk.mp3,even_us.mp3,chẵn
1869,even,adverb,a1,/ˈiːvn/,/ˈiːvn/,used to emphasize something unexpected or surprising,She didn't even call to say she wasn't coming.,even_uk.mp3,even_us.mp3,thậm chí
1870,evening,noun,a1,/ˈiːvnɪŋ/,/ˈiːvnɪŋ/,the part of the day between the afternoon and the time you go to bed,Remember to call me this evening.,evening_uk.mp3,evening_us.mp3,buổi tối
1871,event,noun,a1,/ɪˈvent/,/ɪˈvent/,"a thing that happens, especially something important",recent/current/world events,event_uk.mp3,event_us.mp3,sự kiện
1872,eventually,adverb,b1,/ɪˈventʃuəli/,/ɪˈventʃuəli/,at the end of a period of time or a series of events,Our flight eventually left five hours late.,eventually_uk.mp3,eventually_us.mp3,cuối cùng
1873,ever,adverb,a1,/ˈevə(r)/,/ˈevər/,"used in negative sentences and questions, or sentences with if to mean ‘at any time’",Nothing ever happens here.,ever_uk.mp3,ever_us.mp3,ever
1874,every,determiner,a1,/ˈevri/,/ˈevri/,used with singular nouns to refer to all the members of a group of things or people,She knows every student in the school.,every_uk.mp3,every_us.mp3,mỗi
1875,everybody,pronoun,a1,/ˈevribɒdi/,/ˈevribɑːdi/,every person; all people,Everybody knows Tom.,everybody_uk.mp3,everybody_us.mp3,mọi người
1876,everyday,adjective,a2,/ˈevrideɪ/,/ˈevrideɪ/,used or happening every day or regularly; ordinary,Change is a part of everyday life in business.,everyday_uk.mp3,everyday_us.mp3,hàng ngày
1877,everyone,pronoun,a1,/ˈevriwʌn/,/ˈevriwʌn/,every person; all people,Everyone cheered and clapped.,everyone_uk.mp3,everyone_us.mp3,mọi người
1878,everything,pronoun,a1,/ˈevriθɪŋ/,/ˈevriθɪŋ/,all things,Everything had gone.,everything_uk.mp3,everything_us.mp3,mọi thứ
1879,everywhere,adverb,a2,/ˈevriweə(r)/,/ˈevriwer/,"in, to or at every place; all places",I've looked everywhere.,everywhere_uk.mp3,everywhere_us.mp3,mọi nơi
1880,evidence,noun,a2,/ˈevɪdəns/,/ˈevɪdəns/,"the facts, signs or objects that make you believe that something is true","evidence (of something), Researchers have found clear scientific evidence of a link between exposure to sun and skin cancer.",evidence_uk.mp3,evidence_us.mp3,bằng chứng
1881,evident,adjective,b2,/ˈevɪdənt/,/ˈevɪdənt/,clear; easily seen,The orchestra played with evident enjoyment.,evident_uk.mp3,evident_us.mp3,hiển nhiên
1882,evil,adjective,b2,/ˈiːvl/,/ˈiːvl/,enjoying harming others; morally bad and cruel,Police described the killer as ‘a desperate and evil man’.,evil_uk.mp3,evil_us.mp3,ác
1883,evil,noun,b2,/ˈiːvl/,/ˈiːvl/,a force that causes bad things to happen; morally bad behaviour,the eternal struggle between good and evil,evil_uk.mp3,evil_us.mp3,ác
1884,evoke,verb,c1,/ɪˈvəʊk/,/ɪˈvəʊk/,"to bring a feeling, a memory or an image into your mind",The music evoked memories of her youth.,evoke_uk.mp3,evoke_us.mp3,gợi lên
1885,evolution,noun,b2,/ˌiːvəˈluːʃn/,/ˌevəˈluːʃn/,"the slow steady development of plants, animals, etc. during the history of the earth, as they adapt to changes in their environment",the evolution of the human species,evolution_uk.mp3,evolution_us.mp3,tiến hóa
1886,evolutionary,adjective,c1,/ˌiːvəˈluːʃənri/,/ˌevəˈluːʃəneri/,connected with evolution; connected with slow steady development and change,evolutionary theory,evolutionary_uk.mp3,evolutionary_us.mp3,tiến hóa
1887,evolve,verb,b2,/ɪˈvɒlv/,/ɪˈvɑːlv/,"to develop gradually, especially from a simple to a more complicated form; to develop something in this way","evolve (from something) (into something), The idea evolved from a drawing I discovered in the attic.",evolve_uk.mp3,evolve_us.mp3,tiến hóa
1888,exact,adjective,a2,/ɪɡˈzækt/,/ɪɡˈzækt/,correct in every detail,The new palace is an exact replica of the original building.,exact_uk.mp3,exact_us.mp3,chính xác
1889,exactly,adverb,a2,/ɪɡˈzæktli/,/ɪɡˈzæktli/,used to emphasize that something is correct in every way or in every detail,It's exactly nine o'clock.,exactly_uk.mp3,exactly_us.mp3,chính xác
1890,exaggerate,verb,c1,/ɪɡˈzædʒəreɪt/,/ɪɡˈzædʒəreɪt/,"to make something seem larger, better, worse or more important than it really is",The hotel was really filthy and I'm not exaggerating.,exaggerate_uk.mp3,exaggerate_us.mp3,phóng đại
1891,exam,noun,a1,/ɪɡˈzæm/,/ɪɡˈzæm/,"a formal written, spoken or practical test, especially at school or college, to see how much you know about a subject, or what you can do",to take an exam,exam_uk.mp3,exam_us.mp3,kỳ thi
1892,examination,noun,b2,/ɪɡˌzæmɪˈneɪʃn/,/ɪɡˌzæmɪˈneɪʃn/,"a formal written, spoken or practical test, especially at school or college, to see how much you know about a subject, or what you can do",successful candidates in GCSE examinations,examination_uk.mp3,examination_us.mp3,kiểm tra
1893,examine,verb,b1,/ɪɡˈzæmɪn/,/ɪɡˈzæmɪn/,"to consider or study an idea, a subject, etc. very carefully","examine something, This study sets out to examine in detail the possible effects of climate change.",examine_uk.mp3,examine_us.mp3,kiểm tra
1894,example,noun,a1,/ɪɡˈzɑːmpl/,/ɪɡˈzæmpl/,"something such as an object, a fact or a situation that shows, explains or supports what you say",Let me give you an example.,example_uk.mp3,example_us.mp3,ví dụ
1895,exceed,verb,b2,/ɪkˈsiːd/,/ɪkˈsiːd/,to be greater than a particular number or amount,The price will not exceed £100.,exceed_uk.mp3,exceed_us.mp3,vượt quá
1896,excellence,noun,c1,/ˈeksələns/,/ˈeksələns/,the quality of being extremely good,a reputation for academic excellence,excellence_uk.mp3,excellence_us.mp3,sự xuất sắc
1897,excellent,adjective,a2,/ˈeksələnt/,/ˈeksələnt/,extremely good,an excellent book/article,excellent_uk.mp3,excellent_us.mp3,xuất sắc
1898,except,conjunction,b1,/ɪkˈsept/,/ɪkˈsept/,used before you mention something that makes a statement not completely true,I didn't tell him anything except that I needed the money.,except_uk.mp3,except_us.mp3,ngoại trừ
1899,except,preposition,a2,/ɪkˈsept/,/ɪkˈsept/,used before you mention the only thing or person about which a statement is not true,We work every day except Sunday.,except_uk.mp3,except_us.mp3,ngoại trừ
1900,exception,noun,b2,/ɪkˈsepʃn/,/ɪkˈsepʃn/,a person or thing that is not included in a general statement,"Most of the buildings in the town are modern, but the church is an exception.",exception_uk.mp3,exception_us.mp3,ngoại lệ
1901,exceptional,adjective,c1,/ɪkˈsepʃənl/,/ɪkˈsepʃənl/,unusually good,At the age of five he showed exceptional talent as a musician.,exceptional_uk.mp3,exceptional_us.mp3,đặc biệt
1902,excess,adjective,c1,/ˈekses/,/ˈekses/,"in addition to an amount that is necessary, usual or legal",Excess food is stored as fat.,excess_uk.mp3,excess_us.mp3,vượt quá
1903,excess,noun,c1,/ɪkˈses/,/ɪkˈses/,"more than is necessary, reasonable or acceptable",You can throw away any excess.,excess_uk.mp3,excess_us.mp3,dư thừa
1904,excessive,adjective,b2,/ɪkˈsesɪv/,/ɪkˈsesɪv/,greater than what seems reasonable or appropriate,They complained about the excessive noise coming from the upstairs flat.,excessive_uk.mp3,excessive_us.mp3,quá mức
1905,exchange,noun,b1,/ɪksˈtʃeɪndʒ/,/ɪksˈtʃeɪndʒ/,an act of giving something to somebody or doing something for somebody and receiving something in return,The exchange of prisoners took place this morning.,exchange_uk.mp3,exchange_us.mp3,trao đổi
1906,exchange,verb,b1,/ɪksˈtʃeɪndʒ/,/ɪksˈtʃeɪndʒ/,to give something to somebody and at the same time receive the same type of thing from them,"exchange something, to exchange news/information",exchange_uk.mp3,exchange_us.mp3,trao đổi
1907,excited,adjective,a1,/ɪkˈsaɪtɪd/,/ɪkˈsaɪtɪd/,feeling or showing happiness and enthusiasm,Staff got excited when they heard they were getting a bonus.,excited_uk.mp3,excited_us.mp3,hào hứng
1908,excitement,noun,b1,/ɪkˈsaɪtmənt/,/ɪkˈsaɪtmənt/,the state of feeling or showing happiness and enthusiasm,The news caused great excitement among her friends.,excitement_uk.mp3,excitement_us.mp3,phấn khích
1909,exciting,adjective,a1,/ɪkˈsaɪtɪŋ/,/ɪkˈsaɪtɪŋ/,causing great interest or excitement,This is an exciting opportunity for me.,exciting_uk.mp3,exciting_us.mp3,thú vị
1910,exclude,verb,b2,/ɪkˈskluːd/,/ɪkˈskluːd/,to deliberately not include something in what you are doing or considering,The cost of borrowing has been excluded from the inflation figures.,exclude_uk.mp3,exclude_us.mp3,loại trừ
1911,exclusion,noun,c1,/ɪkˈskluːʒn/,/ɪkˈskluːʒn/,the act of preventing somebody/something from entering a place or taking part in something,"exclusion (of somebody/something) (from something), He was disappointed with his exclusion from the England squad.",exclusion_uk.mp3,exclusion_us.mp3,loại trừ
1912,exclusive,adjective,c1,/ɪkˈskluːsɪv/,/ɪkˈskluːsɪv/,only to be used by one particular person or group; only given to one particular person or group,The hotel has exclusive access to the beach.,exclusive_uk.mp3,exclusive_us.mp3,độc quyền
1913,exclusively,adverb,c1,/ɪkˈskluːsɪvli/,/ɪkˈskluːsɪvli/,"for only one particular person, group or use",The resort caters almost exclusively for a high-society public.,exclusively_uk.mp3,exclusively_us.mp3,dành riêng
1914,excuse,noun,b2,/ɪkˈskjuːs/,/ɪkˈskjuːs/,"a reason, either true or invented, that you give to explain or defend your behaviour",Late again! What's your excuse this time?,excuse_uk.mp3,excuse_us.mp3,lý do
1915,excuse,verb,b2,/ɪkˈskjuːz/,/ɪkˈskjuːz/,"to forgive somebody for something that they have done, for example not being polite or making a small mistake","excuse something, Please excuse the mess.",excuse_uk.mp3,excuse_us.mp3,lý do
1916,execute,verb,c1,/ˈeksɪkjuːt/,/ˈeksɪkjuːt/,"to kill somebody, especially as a legal punishment","be executed (for something), He was executed for treason.",execute_uk.mp3,execute_us.mp3,thực hiện
1917,execution,noun,c1,/ˌeksɪˈkjuːʃn/,/ˌeksɪˈkjuːʃn/,"the act of killing somebody, especially as a legal punishment",He faced execution by hanging for murder.,execution_uk.mp3,execution_us.mp3,hành quyết
1918,executive,adjective,b2,/ɪɡˈzekjətɪv/,/ɪɡˈzekjətɪv/,"connected with managing a business or an organization, and with making plans and decisions",She has an executive position in a finance company.,executive_uk.mp3,executive_us.mp3,điều hành
1919,executive,noun,b2,/ɪɡˈzekjətɪv/,/ɪɡˈzekjətɪv/,a person who has an important job as a manager of a company or an organization,company/corporate/business/industry executives,executive_uk.mp3,executive_us.mp3,điều hành
1920,exercise,noun,a1,/ˈeksəsaɪz/,/ˈeksərsaɪz/,physical or mental activity that you do to stay healthy or become stronger,Swimming is good exercise.,exercise_uk.mp3,exercise_us.mp3,tập thể dục
1921,exercise,verb,a1,/ˈeksəsaɪz/,/ˈeksərsaɪz/,to do sports or other physical activities in order to stay healthy or become stronger; to make an animal do this,an hour’s class of exercising to music,exercise_uk.mp3,exercise_us.mp3,tập thể dục
1922,exert,verb,c1,/ɪɡˈzɜːt/,/ɪɡˈzɜːrt/,to use power or influence to affect somebody/something,He exerted all his authority to make them accept the plan.,exert_uk.mp3,exert_us.mp3,lực
1923,exhibit,noun,b2,/ɪɡˈzɪbɪt/,/ɪɡˈzɪbɪt/,"an object or a collection of objects put in a public place, for example a museum, so that people can see it",The museum contains some interesting exhibits on Spanish rural life.,exhibit_uk.mp3,exhibit_us.mp3,triển lãm
1924,exhibit,verb,b2,/ɪɡˈzɪbɪt/,/ɪɡˈzɪbɪt/,to show something in a public place for people to enjoy or to give them information,"exhibit something (at/in…), They will be exhibiting their new designs at the trade fairs.",exhibit_uk.mp3,exhibit_us.mp3,triển lãm
1925,exhibition,noun,b1,/ˌeksɪˈbɪʃn/,/ˌeksɪˈbɪʃn/,"a collection of things, for example works of art, that are shown to the public",Have you seen the Picasso exhibition?,exhibition_uk.mp3,exhibition_us.mp3,triển lãm
1926,exile,noun,c1,/ˈeksaɪl/,/ˈeksaɪl/,"the state of being sent to live in another country that is not your own, especially for political reasons or as a punishment",a place of exile,exile_uk.mp3,exile_us.mp3,lưu đày
1927,exist,verb,a2,/ɪɡˈzɪst/,/ɪɡˈzɪst/,to be real; to be present in a place or situation,Does life exist on other planets?,exist_uk.mp3,exist_us.mp3,tồn tại
